Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD),Price_Category,Cluster,Clusters
0.06340378197997776,2,1,1,1,117,625000000.0,20833.33,Low,0,0
0.014460511679644052,1,1,1,0,108,1620000000.0,54000.0,Low,0,0
0.13904338153503895,3,1,1,1,105,17050000000.0,568333.33,High,0,0
0.02558398220244716,1,1,1,1,40,1920000000.0,64000.0,Medium,0,0
0.1446051167964405,3,1,1,1,50,17600000000.0,586666.67,High,0,0
0.05339265850945495,2,1,1,1,146,2250000000.0,75000.0,Medium,0,0
0.2224694104560623,3,1,1,1,105,25300000000.0,843333.33,High,1,1
0.027808676307007785,1,1,1,1,183,1850000000.0,61666.67,Low,0,0
0.10011123470522804,2,1,1,0,135,11700000000.0,390000.0,High,0,0
0.05339265850945495,2,1,1,1,163,3600000000.0,120000.0,Medium,0,0
0.07230255839822025,2,1,1,1,163,4400000000.0,146666.67,Medium,0,0
0.1557285873192436,3,1,1,1,57,15400000000.0,513333.33,High,0,0
0.16129032258064516,3,1,1,1,150,22750000000.0,758333.33,High,1,1
0.09454949944382648,3,1,1,1,122,4500000000.0,150000.0,Medium,0,0
0.09232480533926585,2,1,1,1,122,4300000000.0,143333.33,Medium,0,0
0.06117908787541713,2,1,1,1,122,3380000000.0,112666.67,Medium,0,0
0.12235817575083427,3,1,1,1,135,10000000000.0,333333.33,High,0,0
0.0667408231368187,2,1,1,1,135,6500000000.0,216666.67,High,0,0
0.036707452725250285,1,1,0,0,122,2200000000.0,73333.33,Medium,0,0
0.05005561735261401,2,1,1,1,26,3220000000.0,107333.33,Medium,0,0
0.11123470522803114,3,1,1,1,122,6240000000.0,208000.0,High,0,0
0.067853170189099,2,1,1,1,122,3350000000.0,111666.67,Medium,0,0
0.10122358175750834,3,1,1,1,119,3650000000.0,121666.67,Medium,0,0
0.12235817575083427,3,1,1,1,135,15500000000.0,516666.67,High,0,0
0.10678531701890992,2,1,1,1,40,5500000000.0,183333.33,High,0,0
0.46718576195773076,2,1,1,0,2,4200000000.0,140000.0,Medium,0,0
0.5228031145717463,2,1,1,0,2,3900000000.0,130000.0,Medium,0,0
0.0889877641824249,1,1,1,1,118,6600000000.0,220000.0,High,0,0
0.12791991101223582,3,1,1,1,63,4700000000.0,156666.67,Medium,0,0
0.05672969966629588,2,1,1,1,152,810000000.0,27000.0,Low,0,0
0.03781979977753059,2,1,1,1,146,2200000000.0,73333.33,Medium,0,0
0.09121245828698554,2,1,1,1,146,3680000000.0,122666.67,Medium,0,0
0.18020022246941045,3,1,1,1,93,12670000000.0,422333.33,High,0,0
0.14905450500556175,3,1,1,1,93,10000000000.0,333333.33,High,0,0
